2.45	0.00520000000000001
2.5	0.0454000000000001
2.55	0.0859000000000001
2.6	0.1253
2.65	0.1633
2.7	0.1996
2.75	0.2349
2.8	0.2685
2.85	0.3006
2.9	0.3314
2.95	0.3608
3	0.3885
3.05	0.415
3.1	0.4401
3.15	0.463600000000001
3.2	0.485500000000001
3.25	0.506100000000001
3.3	0.525700000000001
3.35	0.543600000000001
3.4	0.559900000000001
3.45	0.574800000000001
3.5	0.588200000000001
3.55	0.600500000000001
3.6	0.611300000000001
3.65	0.620600000000001
3.7	0.628600000000001
3.75	0.635100000000001
3.8	0.640000000000001
3.85	0.643700000000001
3.9	0.645700000000001
3.95	0.646200000000001
4	0.645400000000001
4.05	0.643200000000001
4.1	0.639500000000001
4.15	0.634700000000001
4.2	0.628400000000001
4.25	0.620700000000001
4.3	0.611800000000001
4.35	0.601500000000001
4.40000000000001	0.589900000000001
4.45000000000001	0.577200000000001
4.50000000000001	0.563100000000001
4.55000000000001	0.547700000000001
4.6	0.530900000000001
4.65000000000001	0.512700000000001
4.70000000000001	0.493200000000001
4.75000000000001	0.472600000000001
4.80000000000001	0.4507
4.85	0.427300000000001
4.90000000000001	0.4026
4.95000000000001	0.3769
5	0.3498
5.05000000000001	0.3212
5.1	0.2915
5.15000000000001	0.2606
5.20000000000001	0.2281
5.25000000000001	0.1944
5.30000000000001	0.1596
5.35000000000001	0.1233
5.40000000000001	0.0857000000000001
5.45000000000001	0.0470000000000001
5.50000000000001	0.00920000000000001
	
	
	
